id,name,category_code,Operating,Acquired,IPO,Closed,Closed_date,country_code,region,first_funding_date,last_funding_date,funding_rounds,funding_total_usd,emp_engineering_degrees,emp_cs_degrees,emp_business_degrees,emp_matphy_degrees,emp_law_degrees,emp_social_degrees,emp_top_uni_degrees,emp_top_business_degrees,f_engineering_degrees,f_cs_degrees,f_business_degrees,f_matphy_degrees,f_law_degrees,f_social_degrees,f_top_uni_degrees,f_top_business_degrees,emp_big_5_people,emp_mbb_people,emp_industry_people,emp_successful_startup_people,emp_failed_startup_people,emp_succesful_founders,emp_failed_founders,f_big_5_people,f_mbb_people,f_industry_people,f_successful_startup_people,f_failed_startup_people,f_succesful_founders,f_failed_founders,founded_date
10754,PureForge,automotive,1,0,0,0,,USA,San Diego,2011,2011,1,1121449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
10755,ENDOTRONIX,biotech,1,0,0,0,,USA,unknown,2012,2013,2,2988200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
10756,Future Path Medical Holding Company,medical,1,0,0,0,,USA,unknown,2013,2013,1,1080001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
10757,PROVENTIX SYSTEMS,biotech,1,0,0,0,,USA,Birmingham,2009,2013,5,5371254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
10758,FarShore,software,1,0,0,0,,USA,Chicago,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006
10759,Furnish,mobile,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2012
10760,Ziklag Systems,mobile,1,0,0,0,,USA,Washington DC,2012,2012,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10761,Actively Learn,education,1,0,0,0,,USA,Seattle,2013,2013,1,625190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10762,CleanEdison,web,1,0,0,0,,USA,New York,2011,2011,1,600000,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
10763,SPOT,mobile,1,0,0,0,,ISR,Tel Aviv,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10764,Aloompa,mobile,1,0,0,0,,USA,Nashville,2013,2013,1,500000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
10765,VideoMining,web,1,0,0,0,,USA,State College,2013,2013,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10766,MD SolarSciences,biotech,1,0,0,0,,USA,New York,2013,2013,1,2227004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10767,Rocketrip,other,1,0,0,0,,USA,New York,2013,2013,2,625000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10768,Soluble Systems,medical,1,0,0,0,,USA,Newport News,2010,2013,4,15030839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
10769,QuanDx,biotech,1,0,0,0,,USA,SF Bay,2013,2013,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10770,Let,mobile,1,0,0,0,,USA,SF Bay,2013,2013,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013
10771,Paxata,software,1,0,0,0,,USA,SF Bay,2012,2013,2,9492752,0,0,0,0,0,2,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10772,OncoFusion Therapeutics,biotech,1,0,0,0,,USA,Detroit,2013,2013,1,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
10773,White Source,software,1,0,0,0,,USA,Woodbury,2013,2013,1,1000000,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2011
10774,DonorPath,nonprofit,1,0,0,0,,USA,Chicago,2013,2013,2,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10775,Pagevamp,software,1,0,0,0,,USA,New York,2013,2013,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10776,CoNarrative,software,1,0,0,0,,USA,Sacramento,2013,2013,1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10777,SaltStack,enterprise,1,0,0,0,,USA,Salt Lake City,2013,2013,1,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011
10778,Virtual OfficeWare,software,1,0,0,0,,USA,Pittsburg,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10779,Shyp,web,1,0,0,0,,USA,SF Bay,2013,2013,1,2100000,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013
10780,Flippbox,ecommerce,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10781,Surge Performance Training,health,1,0,0,0,,USA,Austin,2013,2013,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10782,VentureHire,education,1,0,0,0,,USA,Washington DC,2013,2013,1,25000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10783,Dipexium Pharmaceuticals,biotech,1,0,0,0,,USA,New York,2010,2013,4,6927500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10784,NEXGRID,enterprise,1,0,0,0,,USA,Locust Grove,2011,2013,4,1100045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
10785,Gene Solutions,biotech,1,0,0,0,,USA,Charlottesville,2013,2013,1,7000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
10786,Feuerlabs,software,1,0,0,0,,USA,Los Angeles,2013,2013,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10787,Idea Village,nonprofit,1,0,0,0,,USA,New Orleans,2013,2013,1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10788,Celmatix,biotech,1,0,0,0,,USA,New York,2011,2013,3,6318976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10789,One to the World,software,1,0,0,0,,USA,Seattle,2013,2013,1,176615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10790,Interventional Spine,biotech,1,0,0,0,,USA,Los Angeles,2011,2013,2,4749109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10791,Create,ecommerce,1,0,0,0,,GBR,London,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
10792,Breeze Corporation,mobile,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012
10793,RecruitLoop,enterprise,1,0,0,0,,USA,SF Bay,2013,2013,1,500000,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10794,Talksum,network_hosting,1,0,0,0,,USA,SF Bay,,,0,0,2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10795,Cumulus Networks,network_hosting,1,0,0,0,,USA,SF Bay,2012,2012,2,17317000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2010
10796,RCT Logic,biotech,1,0,0,0,,USA,Ponte Vedra,2012,2013,2,325001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
10797,NovaDigm Therapeutics,biotech,1,0,0,0,,USA,Grand Forks,2013,2013,2,34588274,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2005
10798,X2 Biosystems,medical,1,0,0,0,,USA,Seattle,2013,2013,2,3993021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10799,StarbuckLabs2,enterprise,1,0,0,0,,USA,Seattle,2013,2013,1,1026566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10800,Tribeca Cloud,network_hosting,1,0,0,0,,USA,New York,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10801,Quipu Applications,software,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10802,ALICE,mobile,1,0,0,0,,USA,New York,2013,2013,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10803,MachineTools.com,other,1,0,0,0,,USA,Detroit,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
10804,Social Approve,software,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10805,Ecorithm,software,1,0,0,0,,USA,Santa Barbara,2011,2013,4,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
10806,Cytogel Pharma,biotech,1,0,0,0,,USA,New York,2010,2010,1,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10807,Nuro Pharma,biotech,1,0,0,0,,USA,Las Vegas,2012,2013,2,738384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10808,Kalos Therapeutics,biotech,1,0,0,0,,USA,San Diego,2013,2013,1,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
10809,Namerific,ecommerce,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10810,Arch Therapeutics,biotech,1,0,0,0,,USA,Boston,2013,2013,2,7693003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
10811,Locket,advertising,1,0,0,0,,USA,SF Bay,2013,2013,2,500000,0,1,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10812,Healthify,health,1,0,0,0,,USA,New York,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
10813,"Whale Path, Inc.",education,1,0,0,0,,USA,California - Other,,,0,0,0,0,1,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012
10814,WorldRemit,ecommerce,1,0,0,0,,GBR,London,2010,2013,3,4795000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009
10815,GMI Ratings,enterprise,1,0,0,0,,USA,New York,2002,2002,1,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
10816,Ranku,education,1,0,0,0,,USA,New York,2013,2013,2,1150000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10817,Entryless,software,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10818,Mediprocity,enterprise,1,0,0,0,,USA,Saint Louis,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
10819,ISO Group,manufacturing,1,0,0,0,,USA,West Melbourne,2011,2013,4,4488435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
10820,Tethis,biotech,1,0,0,0,,USA,Raleigh-Durham,2013,2013,1,775000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10821,Bourbon & Boots,ecommerce,1,0,0,0,,USA,Little Rock,2013,2013,2,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10822,Animal Cell Therapies,medical,1,0,0,0,,USA,San Diego,2013,2013,1,1722500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
10823,YouDocs Beauty,health,1,0,0,0,,USA,New York,2013,2013,1,8623870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10824,Pigeonly,web,1,0,0,0,,USA,SF Bay,2012,2013,2,1030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10825,SurfMyAds.com,ecommerce,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
10826,Blippy Social Commerce,mobile,0,0,0,1,2011,USA,SF Bay,2010,2010,2,12931223,0,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2007
10827,Algorithms.io,enterprise,1,0,0,0,,USA,SF Bay,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012
10828,Create (Real Estate),real_estate,1,0,0,0,,USA,Washington DC,2012,2012,1,20000,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10829,Kahuna,analytics,1,0,0,0,,USA,SF Bay,2012,2013,2,2000000,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011
10830,Stream Nation,photo_video,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013
10831,Trov,software,1,0,0,0,,USA,SF Bay,2013,2013,1,6800000,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2012
10832,10X Technologies,biotech,1,0,0,0,,USA,SF Bay,2012,2012,1,3000000,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2012
10833,Finario,software,1,0,0,0,,USA,New York,2012,2013,2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
10834,Moving Off Campus,search,1,0,0,0,,USA,Saint Louis,2013,2013,2,3450000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006
10835,Lastline,security,1,0,0,0,,USA,Santa Barbara,2013,2013,3,13700000,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011
10836,Enmotus,hardware,1,0,0,0,,USA,Los Angeles,2011,2013,2,1500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
10837,Issio Solutions,enterprise,1,0,0,0,,USA,SF Bay,2012,2013,2,2994549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10838,Vivotech,mobile,0,1,0,0,,USA,SF Bay,2012,2012,1,4700000,1,1,4,0,0,0,1,2,3,0,0,0,0,0,1,0,1,1,4,5,0,0,0,0,0,0,0,0,0,1,2001
10839,Waraire Boswell Industries,ecommerce,1,0,0,0,,USA,Los Angeles,2013,2013,1,50000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
10840,Triptease,web,1,0,0,0,,GBR,London,2012,2012,1,230000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10841,Big Motive,software,1,0,0,0,,GBR,Belfast,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
10842,Lightpoint Medical,medical,1,0,0,0,,GBR,London,2013,2013,1,265169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10843,Amulyte,medical,1,0,0,0,,USA,SF Bay,2013,2013,2,255000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10844,Biscayne Pharmaceuticals,biotech,1,0,0,0,,USA,Miami,2013,2013,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10845,High Cloud Security,enterprise,1,0,0,0,,USA,SF Bay,2013,2013,1,1650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
10846,GenAudio,software,1,0,0,0,,USA,Denver,2010,2013,3,3910900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
10847,Intensity Therapeutics,biotech,1,0,0,0,,USA,New York,2013,2013,1,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10848,Earthnoise,NULL,1,0,0,0,,USA,SF Bay,,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999
10849,Writer.ly,web,1,0,0,0,,USA,Seattle,2013,2013,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10850,Demand Energy Networks,cleantech,1,0,0,0,,USA,Liberty Lake,2012,2013,2,7651305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
10851,NuMedii,biotech,1,0,0,0,,USA,SF Bay,2013,2013,1,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
10852,Loctronix,software,1,0,0,0,,USA,Seattle,2013,2013,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
10853,We Heart It,social,1,0,0,0,,USA,SF Bay,2012,2012,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2007
10854,Showcase,software,1,0,0,0,,GBR,United Kingdom - Other,2012,2012,1,600000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012
10855,TheraVid,software,1,0,0,0,,USA,Boston,2013,2013,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10856,ishBowl,sports,1,0,0,0,,USA,SF Bay,2012,2012,1,25000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10857,MustBin,software,1,0,0,0,,USA,unknown,2012,2013,2,5865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2012
10858,Click Quote Save,finance,1,0,0,0,,USA,Fort Lauderdale,2013,2013,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10859,Scratch-it,other,1,0,0,0,,USA,Portland,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
10860,Hammer & Chisel,games_video,1,0,0,0,,USA,SF Bay,2013,2013,1,8200000,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2012
10861,DensBits Technologies,semiconductor,1,0,0,0,,ISR,Haifa,,,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2007
10862,Xi3,hardware,1,0,0,0,,USA,Salt Lake City,2013,2013,1,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10863,PayRight Health Solutions,biotech,1,0,0,0,,USA,Philadelphia,2013,2013,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10864,BlueTree Network,health,1,0,0,0,,USA,Madison,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10865,Pharos Innovations,health,1,0,0,0,,USA,Chicago,2010,2013,2,4200545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
10866,Sonocine,medical,1,0,0,0,,USA,Reno,2013,2013,1,5221780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
10867,Aperia Technologies,hardware,1,0,0,0,,USA,SF Bay,2011,2013,3,7101363,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10868,Tau Therapeutics,biotech,1,0,0,0,,USA,Charlottesville,2013,2013,1,9287500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
10869,WePlann,NULL,1,0,0,0,,USA,Dallas,2013,2013,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10870,eCommHub,ecommerce,1,0,0,0,,USA,Atlanta,2013,2013,1,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
10871,Smith Publicity,advertising,1,0,0,0,,USA,Philadelphia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
10872,"Novu, LLC",web,1,0,0,0,,USA,Minneapolis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10873,Insight Data Science,education,1,0,0,0,,USA,SF Bay,,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
10874,OpenGov,enterprise,1,0,0,0,,USA,SF Bay,2012,2013,2,7000000,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2012
10875,Portfolio Defense,consulting,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
10876,EnableVue,enterprise,1,0,0,0,,USA,SF Bay,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2012
10877,Oso Simple Technologies,local,1,0,0,0,,USA,Illinois - Other,2012,2012,1,175000,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10878,Aurora Spectral Technologies,biotech,1,0,0,0,,USA,Milwaukee,2010,2011,2,1132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
10879,Vizibee,mobile,1,0,0,0,,GBR,London,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10880,BeneStream,software,1,0,0,0,,USA,New York,2013,2013,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
10881,Wine Ring,hospitality,1,0,0,0,,USA,Syracuse,2013,2013,1,875017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
10882,Airborne Media Group,advertising,1,0,0,0,,USA,Durango,2012,2013,3,4238225,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
